0.0220107,0.0184865,-0.0560687
0.0329446,0.0369729,-0.107103
0.0549988,0.0462161,-0.149172
0.0660228,0.0647026,-0.171206
0.0660073,0.0739458,-0.176206
0.0770282,0.0924323,-0.19924
0.0882044,0.083189,-0.172275
0.0770654,0.083189,-0.18724
0.0881299,0.083189,-0.196275
0.0879465,0.083189,-0.255275
0.121211,0.0924323,-0.259378
0.110153,0.083189,-0.248344
0.132475,0.083189,-0.204413
0.132596,0.0924323,-0.165413
0.154753,0.101676,-0.174482
0.15456,0.101676,-0.236482
0.132245,0.101676,-0.278412
0.109982,0.0739458,-0.303343
0.109855,0.0924323,-0.344343
0.121102,0.0739458,-0.294378
0.132254,0.083189,-0.275412
0.143278,0.0924323,-0.297447
0.187607,0.101676,-0.310585
0.176477,0.083189,-0.32255
0.165226,0.101676,-0.373515
0.165105,0.0924323,-0.412515
0.142777,0.0831891,-0.458446
0.165021,0.101676,-0.439515
0.165133,0.0924323,-0.403515
0.16504,0.0924323,-0.433515
0.142868,0.0924323,-0.429446
0.131738,0.0924323,-0.441412
0.153941,0.101676,-0.435481
0.165083,0.101676,-0.419515
0.187448,0.101676,-0.361584
0.176222,0.0924323,-0.40455
0.164853,0.0924323,-0.493515
0.175986,0.0647026,-0.480549
0.187072,0.0739458,-0.482584
0.187237,0.0831891,-0.429584
0.209341,0.0924323,-0.455653
0.18715,0.0924323,-0.457584
0.209263,0.101676,-0.480653
0.242612,0.110919,-0.457756
0.253614,0.110919,-0.486791
0.253406,0.110919,-0.55379
0.253254,0.138648,-0.60279
0.264411,0.138648,-0.581825
0.264548,0.157135,-0.537825
0.297853,0.175621,-0.528928
0.287159,0.157135,-0.400894
0.298145,0.166378,-0.434929
0.298217,0.138648,-0.411929
0.287056,0.157135,-0.433894
0.275836,0.157135,-0.47486
0.286963,0.166378,-0.463894
0.264561,0.194108,-0.533825
0.275585,0.194108,-0.555859
0.298239,0.194108,-0.404929
0.264561,0.203351,-0.533825
0.29864,0.212594,-0.27593
0.276458,0.221837,-0.274861
0.265145,0.240324,-0.345826
0.254183,0.249567,-0.303791
0.265496,0.25881,-0.232826
0.265561,0.25881,-0.211826
0.310201,0.277297,-0.124965
0.310002,0.28654,-0.188964
0.309819,0.295783,-0.247964
0.310049,0.28654,-0.173964
0.310083,0.295783,-0.162965
0.321107,0.295783,-0.184999
0.343382,0.305027,-0.156068
0.365399,0.305027,-0.210137
0.398881,0.305027,-0.14424
0.354642,0.305027,-0.102103
0.354481,0.31427,-0.154102
0.365414,0.323513,-0.205137
0.354574,0.332756,-0.124103
0.376575,0.341999,-0.183171
0.320855,0.332756,-0.265998
0.343419,0.360486,-0.144068
0.332196,0.351243,-0.186033
0.343363,0.351243,-0.162068
0.365564,0.360486,-0.157137
0.354291,0.351243,-0.215102
0.320613,0.388216,-0.343998
0.331671,0.406702,-0.355033
0.376115,0.415945,-0.331171
