18.8669,3.03179,-0.456612
19.2438,3.00406,-0.525783
19.5986,2.99481,-0.594885
19.9754,3.02254,-0.699055
20.3524,2.99481,-0.744226
20.7186,2.97633,-0.681363
21.0514,2.93011,-0.704396
21.4065,2.82843,-0.656498
21.6173,2.59735,-0.621153
21.8841,2.38476,-0.43698
22.1617,2.17216,-0.337842
22.4058,1.90411,-0.3296
22.628,1.68227,-0.208289
22.8392,1.46043,-0.0639441
23.0393,1.22011,0.0654354
23.2392,0.979785,0.128815
23.3503,0.665514,0.20147
23.4729,0.323514,0.373091
23.4953,-0.0184865,0.466022
23.5071,-0.36973,0.692986
23.4631,-0.702487,0.806123
23.4298,-1.04449,0.798227
23.375,-1.37724,0.998398
23.2531,-1.76546,1.04878
23.1536,-2.16292,1.15609
22.9871,-2.40324,1.1116
22.8318,-2.71752,1.10009
22.6431,-3.02254,1.08267
22.4322,-3.32757,1.02933
22.2214,-3.64184,1.02598
21.9552,-3.93762,1.03081
21.6887,-4.17795,0.931634
21.3893,-4.41827,0.975564
21.1008,-4.63087,0.944459
20.7903,-4.85271,0.972424
20.4353,-5.0006,0.962526
20.0806,-5.13925,1.02563
19.7364,-5.24092,0.939696
19.3483,-5.32411,0.977901
18.971,-5.4073,0.911073
18.55,-5.49049,1.08138
18.1624,-5.54595,1.27659
17.7854,-5.51822,1.32476
17.4088,-5.49049,1.51793
17.0431,-5.41654,1.62606
16.7,-5.28713,1.85613
16.3673,-5.14849,1.90616
16.0127,-5.00059,2.00226
15.6692,-4.788,2.12533
15.3918,-4.5754,2.10819
15.1369,-4.33508,2.18398
14.9043,-4.07627,2.28471
14.7264,-3.762,2.15326
14.5379,-3.47546,2.17484
14.3718,-3.16119,2.26436
14.2277,-2.85616,2.29181
14.1279,-2.53265,2.30012
14.0722,-2.21838,2.23529
13.9837,-1.88562,2.30757
13.995,-1.54362,2.37853
13.9841,-1.18313,2.43556
14.0064,-0.850378,2.4625
14.073,-0.536108,2.47329
14.173,-0.277297,2.54298
14.2729,-0.0647027,2.56467
14.3623,-6.2838e-11,2.78439
14.5511,0.0739459,2.86481
14.8727,0.258811,2.82081
15.2388,0.415946,2.84167
15.4941,0.591567,2.90588
15.7497,0.776432,3.05108
15.9054,1.026,3.1656
16.1385,1.32178,3.22388
16.449,1.62681,3.18591
16.7151,1.85789,3.17209
16.9036,2.03351,3.1525
17.1251,2.21838,3.01481
17.402,2.32005,2.89595
17.779,2.394,2.83878
18.1226,2.38476,2.77271
18.4221,2.36627,2.75678
18.7437,2.31081,2.74779
19.1318,2.28308,2.68458
19.4861,2.19065,2.47948
19.7739,2.02427,2.29558
20.0842,1.84865,2.18762
20.4167,1.67303,2.08959
20.9039,1.2386,1.81507
20.9589,1.03524,1.6799
21.0578,0.813406,1.36959
21.1127,0.508379,1.18042
21.1888,0.184865,0.689183
21.166,-0.0184865,0.483253
21.0769,-0.212595,0.373529
20.9326,-0.536108,0.332977
20.7213,-0.720973,0.179632
20.5659,-0.878109,0.134115
20.3439,-0.961298,0.102804
20.0777,-1.04449,0.11063
19.7556,-1.08146,-0.0363703
19.3891,-1.07222,-0.172233
18.9788,-1.09995,-0.127959
18.6573,-1.09995,-0.0969603
18.3139,-1.10919,0.0681067
18.0035,-1.15541,0.140071
17.6709,-1.24784,0.187104
17.4378,-1.34027,0.126828
17.2602,-1.45119,0.0793789
17.0384,-1.6453,0.104068
16.8169,-1.87638,0.216756
16.6614,-2.12595,0.170239
16.4841,-2.43097,0.21979
16.3065,-2.736,0.168341
16.1287,-3.05027,0.0598932
15.984,-3.34605,-0.0856582
15.8397,-3.66032,-0.11721
15.7064,-3.9746,-0.169796
15.5839,-4.27962,-0.326416
15.4947,-4.59389,-0.47114
15.3834,-4.96362,-0.593794
15.2498,-5.28714,-0.76038
15.1161,-5.61989,-0.946965
14.9383,-5.96189,-1.04441
14.7829,-6.31314,-1.08993
14.5944,-6.64589,-1.07734
14.45,-7.01562,-1.1439
14.3055,-7.32065,-1.23145
14.1056,-7.59795,-1.29783
13.8839,-7.87524,-1.25614
13.6954,-8.1433,-1.23055
13.5289,-8.42984,-1.27603
13.3513,-8.74411,-1.29948
13.1628,-9.06762,-1.2679
12.9854,-9.36341,-1.24734
12.7748,-9.63146,-1.20069
12.5642,-9.87178,-1.16804
12.265,-10.1121,-1.05811
11.9656,-10.2692,-1.03317
11.6663,-10.4171,-0.974245
11.3118,-10.5373,-0.801143
10.9792,-10.5928,-0.771109
10.6796,-10.6944,-0.788178
10.4018,-10.6667,-0.953316
10.1574,-10.602,-1.06756
9.93506,-10.4911,-1.22487
9.66844,-10.3524,-1.35304
9.3801,-10.2045,-1.33114
9.2026,-9.918,-1.33959
8.98066,-9.58524,-1.36891
8.60332,-8.80881,-1.43173
8.47018,-8.53151,-1.43932
8.2926,-8.21724,-1.47277
8.1483,-7.89373,-1.50532
7.99268,-7.57946,-1.60784
7.83719,-7.32065,-1.67336
7.67061,-7.01562,-1.73384
7.47123,-6.76605,-1.64122
7.23827,-6.47027,-1.6495
7.06019,-6.12827,-1.84095
6.86041,-5.83248,-1.87933
6.64968,-5.57367,-1.86867
6.43896,-5.37032,-1.85802
6.27213,-5.09302,-1.9995
5.98384,-4.89892,-1.9636
5.77232,-4.61238,-2.20995
5.53916,-4.37205,-2.28022
5.29479,-4.09475,-2.38746
5.02842,-3.84519,-2.43564
4.79511,-3.59562,-2.55291
4.5621,-3.40151,-2.57419
4.25126,-3.2074,-2.65722
3.91896,-2.99481,-2.50419
3.59752,-2.8007,-2.42719
3.29805,-2.58811,-2.41826
2.99844,-2.40324,-2.45233
2.67688,-2.20913,-2.41433
2.36656,-2.07048,-2.32737
2.03362,-1.91335,-2.37933
1.66791,-1.7747,-2.27019
1.37913,-1.55286,-2.3903
1.04644,-1.35876,-2.36426
0.713291,-1.1554,-2.48423
0.413144,-0.905837,-2.6933
0.135188,-0.647026,-2.90043
-0.120506,-0.517621,-3.08264
-0.209764,-0.397459,-3.24936
-0.154538,-0.305027,-3.32554
-0.154697,-0.277297,-3.37654
-0.154921,-0.240324,-3.44854
